ref_img,dist_img,dst_type,dst_lev,var,mos,DSSIM,SSIMULACRA,Butteraugli,Butteraugli_XL,Butteraugli_XL_3m,Butteraugli_XL_2s,Butteraugli_XL_3s,Butteraugli_XL_6s,Butteraugli_XL_12s
i14.bmp,i14_15_1.bmp,15,1,0.15263,2.94595,0.09554437,0.07444991,82.315559,86.115524292,26.826813,7.532162,12.999503,25.875281,41.605656
i14.bmp,i14_15_2.bmp,15,2,0.14411,3.35135,0.08503194,0.07608819,82.393013,88.0869750977,27.172808,7.848936,13.566697,26.289681,41.662046
i14.bmp,i14_15_3.bmp,15,3,0.13942000000000002,3.52941,0.0722352,0.07598060000000001,81.923683,89.5012512207,30.048748,8.296972,14.925477,29.708375,45.512393
i14.bmp,i14_15_4.bmp,15,4,0.1448,3.6216199999999996,0.06047412,0.06514689,84.42315699999997,105.3841934204,34.986837,8.237619,15.781826,33.990877,55.187808
i14.bmp,i14_15_5.bmp,15,5,0.15041,3.9729699999999997,0.03591116,0.04298585,63.488087,85.1182632446,27.441998,5.4437,11.576415,26.958512,43.791068
i14.bmp,i14_16_1.bmp,16,1,0.12832000000000002,5.7714300000000005,0.00059897,0.00450765,3.182593,5.7953548431,4.768066,4.592724,4.635379,4.748726,4.920094
i14.bmp,i14_16_2.bmp,16,2,0.15519000000000002,5.97297,0.00164857,0.00693966,5.179785,9.7128839493,7.860677,7.467428,7.563216,7.818881,8.199934
i14.bmp,i14_16_3.bmp,16,3,0.14604,5.30556,0.00734099,0.06042362,10.738227,19.1130847931,15.929266,15.470178,15.579746,15.873907,16.334143
i14.bmp,i14_16_4.bmp,16,4,0.20795,5.17143,0.01423587,0.03753426,14.991654,28.8694400787,22.938912,21.438088,21.799255,22.779786,24.237693
i14.bmp,i14_16_5.bmp,16,5,0.14278,4.028569999999998,0.04109819,0.20481447,22.357286,38.2519187927,31.797424,30.926727,31.125566,31.677587,32.589121
i14.bmp,i14_17_1.bmp,17,1,0.15971,5.40541,0.00470111,0.00533762,4.782602,6.989315033,4.313433,3.169372,3.540511,4.318194,5.081593
i14.bmp,i14_17_2.bmp,17,2,0.20059000000000002,6.43243,0.01471177,0.03181298,8.039947,12.3770885468,7.737135,5.874465,6.460984,7.726034,9.024387
i14.bmp,i14_17_3.bmp,17,3,0.17635,4.13889,0.03376307,0.02928234,13.206374,18.5310955048,11.307429,8.237271,9.220546,11.312066,13.389677
i14.bmp,i14_17_4.bmp,17,4,0.26858000000000004,5.91892,0.05925894,0.12743337,16.872656,22.7782516479,15.057282,11.816414,12.864168,15.067953,17.239725
i14.bmp,i14_17_5.bmp,17,5,0.16837,3.24324,0.18097355,0.11685135,28.730919,41.1669158936,24.511489,17.589147,19.732,24.469817,29.332651
i14.bmp,i14_18_1.bmp,18,1,0.14047,5.37143,0.0016851,0.00232847,4.8511120000000005,6.442814827,3.240784,2.270408,2.589194,3.199672,3.933485
i14.bmp,i14_18_2.bmp,18,2,0.15788,5.13889,0.00330374,0.00358765,6.942436,9.1478614807,4.669094,3.298893,3.753621,4.625493,5.628168
i14.bmp,i14_18_3.bmp,18,3,0.14699,4.66667,0.00672802,0.00634476,10.066098,13.0588693619,6.809156,4.830254,5.507897,6.784165,8.135406
i14.bmp,i14_18_4.bmp,18,4,0.11108,4.14706,0.01386347,0.011774,14.656148000000002,18.7650146484,10.070129,7.119671,8.157504,10.088048,11.964836
i14.bmp,i14_18_5.bmp,18,5,0.20554,3.75,0.02950668,0.02335756,21.497177,27.5290260315,15.326456,10.65848,12.317981,15.399916,18.261472
i14.bmp,i14_19_1.bmp,19,1,0.13452999999999998,5.37143,0.01184123,0.08049146,5.078994000000002,3.2509405613,1.434544,1.046419,1.144062,1.404213,1.755358
i14.bmp,i14_19_2.bmp,19,2,0.12897,5.11111,0.02235056,0.12171517,6.128071,3.8338537216,1.783649,1.385708,1.485475,1.748262,2.117211
i14.bmp,i14_19_3.bmp,19,3,0.12721,4.97222,0.04233307,0.17195864,9.480242,5.1014933586,2.26975,1.842281,1.945211,2.22217,2.64187
i14.bmp,i14_19_4.bmp,19,4,0.10199,3.9142900000000003,0.07628092,0.23114603,13.304358,5.668463707,2.808441,2.394842,2.492259,2.75632,3.176744
i14.bmp,i14_19_5.bmp,19,5,0.08167,3.22857,0.1316572,0.30212336,16.153591,6.3893051147,3.533151,3.179002,3.263467,3.488712,3.847273
i14.bmp,i14_20_1.bmp,20,1,0.13385999999999998,5.72222,0.00821004,0.04816476,2.973346,2.5281665325,1.127341,0.953121,0.991857,1.099369,1.290798
i14.bmp,i14_20_2.bmp,20,2,0.19660999999999998,5.59459,0.01678003,0.07983391,3.71615,3.1211502552,1.502374,1.301042,1.344512,1.467861,1.694749
i14.bmp,i14_20_3.bmp,20,3,0.15404,5.41667,0.03643448,0.14135263,5.148559,4.5776438713,2.045686,1.809063,1.858726,2.00176,2.27657
i14.bmp,i14_20_4.bmp,20,4,0.12922,4.19444,0.08810802,0.24847773,6.389029,5.7943325043,2.952628,2.676395,2.734705,2.90342,3.219758
i14.bmp,i14_20_5.bmp,20,5,0.12473,3.27027,0.25415746,0.46910931,12.728762,10.364066124,4.996607,4.422613,4.533294,4.87306,5.583467
i14.bmp,i14_21_1.bmp,21,1,0.17873,5.2973,0.01573435,0.05184658,3.309945,2.9119491577,1.42372,1.218088,1.264427,1.392875,1.613859
i14.bmp,i14_21_2.bmp,21,2,0.11452999999999999,5.16667,0.03263272,0.08814111,5.026926,4.1567192078,1.99088,1.73222,1.787697,1.945171,2.239771
i14.bmp,i14_21_3.bmp,21,3,0.13015,4.54054,0.06568078,0.14386286,8.059527000000001,5.6948828697,2.76559,2.422056,2.491329,2.696723,3.10872
i14.bmp,i14_21_4.bmp,21,4,0.10668,3.75,0.13180029,0.23473094,10.82937,8.2829151154,3.890261,3.434398,3.522525,3.792914,4.355345
i14.bmp,i14_21_5.bmp,21,5,0.11604,2.64865,0.26997167,0.35269735,20.402109,14.5866680145,6.852756,5.698949,5.940529,6.685887,7.931851
i14.bmp,i14_22_1.bmp,22,1,0.18903,5.40541,0.0066293,0.04386225,4.48792,3.7360405922,1.282567,0.878161,0.940251,1.166317,1.741132
i14.bmp,i14_22_2.bmp,22,2,0.15165,5.37143,0.01313473,0.06761599,7.404186,8.2266635895,2.440252,1.285571,1.415803,2.156842,3.748111
i14.bmp,i14_22_3.bmp,22,3,0.12387999999999999,5.05556,0.0270651,0.11371325,9.830591,9.6230964661,3.470423,2.050242,2.271719,3.204008,4.935543
i14.bmp,i14_22_4.bmp,22,4,0.1177,3.9714300000000002,0.06544723,0.17280714,17.499842,18.9009590149,7.339211,4.535431,5.219101,7.037398,9.761133
i14.bmp,i14_22_5.bmp,22,5,0.12179000000000001,3.2777800000000004,0.13065093,0.27320491,21.420296,31.8671665192,12.982212,7.09254,8.443652,12.53817,17.964815
i14.bmp,i14_23_1.bmp,23,1,0.16427,6.02778,0.00229816,0.01730773,3.732834,3.3653352261,1.190736,0.619176,0.755007,1.131856,1.685346
i14.bmp,i14_23_2.bmp,23,2,0.18914,6.02703,0.00802896,0.03763032,7.56884,6.7930502892,2.389366,1.234591,1.508824,2.274867,3.384408
i14.bmp,i14_23_3.bmp,23,3,0.15849000000000002,5.61111,0.01945987,0.058754199999999986,13.139207999999998,11.2212657928,3.994131,2.022291,2.500554,3.811257,5.670583
i14.bmp,i14_23_4.bmp,23,4,0.15759,5.0,0.03252512,0.07795449,18.069328,15.2565736771,5.384962,2.713454,3.370964,5.141386,7.642534
i14.bmp,i14_23_5.bmp,23,5,0.11188,2.77778,0.15197826,0.20444325,41.774509,35.2584533691,12.51347,6.354048,7.777137,11.931995,17.831279
i14.bmp,i14_24_1.bmp,24,1,0.14384,6.13514,0.01173807,0.0407465,2.747204,2.7141656876,1.232555,1.079213,1.111557,1.204192,1.381916
i14.bmp,i14_24_2.bmp,24,2,0.10668,5.58333,0.02633811,0.07388925,3.898566,3.8119673729,1.824746,1.6177,1.659599,1.783756,2.030882
i14.bmp,i14_24_3.bmp,24,3,0.1329,4.44444,0.061919900000000014,0.12743504,7.029432000000001,6.5266628265,2.937067,2.549359,2.622807,2.850404,3.337991
i14.bmp,i14_24_4.bmp,24,4,0.13695,3.18919,0.14809425,0.21220834,19.368319,16.5905742645,5.77241,4.474403,4.684851,5.389767,7.242612
i14.bmp,i14_24_5.bmp,24,5,0.16385999999999998,0.9189200000000001,0.43952847,0.33381688,61.130726,47.6504058838,16.134047,10.388531,11.440883,14.957354,22.003905
I15.bmp,I15_01_1.bmp,1,1,0.15166,5.82222,0.01474591,0.11435574,4.290996,2.9141683578,1.574832,1.368997,1.425077,1.558181,1.741238
i15.bmp,i15_01_2.bmp,1,2,0.10364000000000001,5.06818,0.02858362,0.17766454,5.8391660000000005,3.4696593285,1.989556,1.782789,1.837035,1.969282,2.16235
i15.bmp,i15_01_3.bmp,1,3,0.09916,4.95556,0.05457708,0.25842822,7.589939999999999,4.5136632919,2.567165,2.355646,2.40948,2.543674,2.748341
i15.bmp,i15_01_4.bmp,1,4,0.10042999999999999,4.27907,0.09979012,0.34345489,10.78916,5.718152523,3.496023,3.258548,3.320549,3.472409,3.695111
i15.bmp,i15_01_5.bmp,1,5,0.09849,3.91111,0.17680674,0.4290947,15.832658,7.9966826439,5.202389,4.822602,4.927474,5.177275,5.502417
i15.bmp,i15_02_1.bmp,2,1,0.11947999999999999,6.09091,0.00487506,0.05477738,2.660437,2.3453724384,1.207319,0.993217,1.053384,1.193754,1.374819
i15.bmp,i15_02_2.bmp,2,2,0.12143,5.81818,0.00940045,0.08921751,4.293293,3.512553215,1.58744,1.33279,1.401705,1.567819,1.792796
i15.bmp,i15_02_3.bmp,2,3,0.10704000000000001,5.63636,0.01906851,0.13972163,5.076939,3.7027759552,2.006267,1.758895,1.823407,1.983653,2.211743
i15.bmp,i15_02_4.bmp,2,4,0.08634,4.88636,0.03677555,0.20785839,7.1536940000000016,4.4368467331,2.558039,2.348105,2.402398,2.536838,2.734882
i15.bmp,i15_02_5.bmp,2,5,0.1021,4.63636,0.07146195,0.29403894,9.883447,5.5533161163,3.677135,3.411611,3.482032,3.65572,3.893654
i15.bmp,i15_03_1.bmp,3,1,0.09139,4.32558,0.03919766,0.10553496,8.848392,5.6493091583,2.511846,2.023352,2.1374,2.445703,2.952435
i15.bmp,i15_03_2.bmp,3,2,0.08226,3.81395,0.07337776,0.17180827,11.689199,6.9624910355,3.260056,2.668399,2.802847,3.173489,3.803832
i15.bmp,i15_03_3.bmp,3,3,0.07341,3.61364,0.14311854,0.25520612,18.918289,9.2219190598,4.223599,3.523251,3.674658,4.104803,4.891336
i15.bmp,i15_03_4.bmp,3,4,0.09047999999999999,3.17778,0.26071133,0.35315162,23.054348,11.4302825928,5.347181,4.597305,4.75662,5.215795,6.069127
i15.bmp,i15_03_5.bmp,3,5,0.07371,2.62791,0.45903063,0.45610868,34.734859,14.2332744598,6.92138,6.098743,6.27557,6.782347,7.706224
i15.bmp,i15_04_1.bmp,4,1,0.13051,6.02273,0.00528292,0.04917012,4.848561,3.3113992214,1.326216,0.801814,0.917613,1.266493,1.794543
i15.bmp,i15_04_2.bmp,4,2,0.14386,6.04444,0.00982723,0.07702378,7.258145,5.3557467461,2.124468,1.15704,1.357577,2.022622,2.993204
i15.bmp,i15_04_3.bmp,4,3,0.12275,5.83721,0.0189931,0.12010634,11.143342,9.1385803223,3.625544,1.768361,2.161606,3.477885,5.237141
i15.bmp,i15_04_4.bmp,4,4,0.14363,5.77778,0.0369186,0.18191509,17.62431,15.65234375,6.198101,2.819006,3.574152,5.980722,9.039428
i15.bmp,i15_04_5.bmp,4,5,0.11358,4.97727,0.07045708,0.25584974,25.919298,25.2361488342,10.079567,4.526672,5.814202,9.742443,14.682056
i15.bmp,i15_05_1.bmp,5,1,0.10929000000000001,5.78571,0.00951472,0.11803713,3.80114,2.6156322956,1.380806,1.201104,1.249732,1.365001,1.527686
i15.bmp,i15_05_2.bmp,5,2,0.12688,5.65116,0.01810397,0.17970668,4.994036,3.1890854836,1.75527,1.573601,1.621247,1.7372,1.907363
i15.bmp,i15_05_3.bmp,5,3,0.11234000000000001,5.11364,0.05074511,0.30406499,7.964528,4.7571659088,2.8917,2.687667,2.742209,2.873719,3.059171
i15.bmp,i15_05_4.bmp,5,4,0.07467,4.06818,0.13850279,0.43790911,13.492655,8.4818058014,6.096376,5.603203,5.749982,6.081463,6.457684
i15.bmp,i15_05_5.bmp,5,5,0.08961000000000001,3.3181800000000004,0.36764765,0.5922968000000001,25.409529,20.0065517426,15.374417,13.927798,14.414889,15.379271,16.329091
i15.bmp,i15_06_1.bmp,6,1,0.12612,4.43182,0.10474768,0.08033668,26.108648,12.6994743347,4.447626,2.333639,2.95528,4.356665,6.030933
i15.bmp,i15_06_2.bmp,6,2,0.12684,4.17778,0.19913038,0.13972249,33.28244,14.509147644,5.465047,3.45269,4.017949,5.322562,7.054631
i15.bmp,i15_06_3.bmp,6,3,0.10651,3.97674,0.31712518,0.23652211,38.368408,15.5284318924,6.553991,4.745801,5.249014,6.415613,7.997345
i15.bmp,i15_06_4.bmp,6,4,0.08559,3.36364,0.48652184,0.35436696,50.866524,17.7804298401,8.183183,6.539763,7.008838,8.073844,9.466867
i15.bmp,i15_06_5.bmp,6,5,0.09047999999999999,3.17778,0.72720204,0.48507167,49.147903,21.9004993439,11.580725,9.64224,10.233175,11.49971,13.009289
i15.bmp,i15_07_1.bmp,7,1,0.10006,4.81395,0.02668035,0.08110732,8.793071000000001,9.9006624222,4.242223,2.456016,2.874487,4.086345,5.765837
i15.bmp,i15_07_2.bmp,7,2,0.08943999999999999,3.9302300000000003,0.06038839,0.12634434,13.493947,15.8591518402,7.111141,3.935779,4.719494,6.970962,9.642968
i15.bmp,i15_07_3.bmp,7,3,0.09757,3.61364,0.09083142,0.16618306,20.019505,14.2509937286,6.767984,4.736163,5.264272,6.631416,8.408266
i15.bmp,i15_07_4.bmp,7,4,0.09335,2.91111,0.14588838,0.21451018,26.372496,36.7090644836,15.021317,9.436077,10.855426,14.586335,19.62219
i15.bmp,i15_07_5.bmp,7,5,0.07407000000000001,2.44444,0.27422496,0.32217682,47.930824,50.3938598633,23.860469,15.02656,17.210113,23.078523,31.292771
i15.bmp,i15_08_1.bmp,8,1,0.157,5.95556,0.00481819,0.01903441,13.209837,6.0256280899,2.117869,0.646183,0.997955,2.062181,3.293472
i15.bmp,i15_08_2.bmp,8,2,0.14194,6.066669999999999,0.01417872,0.04679007,23.563635,9.219379425,3.298176,1.174762,1.667606,3.209974,5.016947
i15.bmp,i15_08_3.bmp,8,3,0.12277,5.13636,0.03818826,0.09151007,38.385521,14.5711603165,5.255794,2.143841,2.825656,5.075713,7.866012
i15.bmp,i15_08_4.bmp,8,4,0.09314,3.9318199999999996,0.09022587,0.16962015,54.03026600000001,22.1892089844,7.820146,3.84769,4.714491,7.475028,11.27092
i15.bmp,i15_08_5.bmp,8,5,0.09142,3.36364,0.19314408,0.25844494,62.614063,35.037322998,12.967457,7.486555,8.987786,12.620406,17.294181
i15.bmp,i15_09_1.bmp,9,1,0.15564,5.93023,0.01357615,0.06569289,4.5576919999999985,4.189848423,1.836344,1.501348,1.582015,1.794522,2.132495
i15.bmp,i15_09_2.bmp,9,2,0.13807,5.54545,0.02215315,0.08402933,7.467392,5.7319626808,2.369578,1.930181,2.025822,2.295039,2.787871
i15.bmp,i15_09_3.bmp,9,3,0.11644000000000004,4.69767,0.04389173,0.11437956,10.740723,8.6515264511,3.606761,2.901692,3.056526,3.497968,4.265789
i15.bmp,i15_09_4.bmp,9,4,0.09356,3.74419,0.09367193,0.17289185,20.973454,16.4212684631,6.835656,5.450725,5.78511,6.656555,8.065304
i15.bmp,i15_09_5.bmp,9,5,0.07537999999999999,2.5,0.22329443,0.29194234,46.392822,36.3222808838,19.050558,16.305016,17.100059,18.890869,21.160746
i15.bmp,i15_10_1.bmp,10,1,0.14703,5.77778,0.00748715,0.04773943,3.5884440000000004,2.7260463238,1.160014,0.991766,1.028716,1.129207,1.322119
i15.bmp,i15_10_2.bmp,10,2,0.09948,5.70455,0.01438141,0.07028851,5.227535,3.8126244545,1.639884,1.391973,1.443527,1.589015,1.88711
i15.bmp,i15_10_3.bmp,10,3,0.11504,4.6,0.03920217,0.11483071,9.030083,7.9202003479,2.937712,2.388229,2.493809,2.803064,3.516262
i15.bmp,i15_10_4.bmp,10,4,0.08485,3.17778,0.14058682,0.20541539,19.021889,23.4047698975,7.492484,5.170917,5.488733,6.723552,10.265165
i15.bmp,i15_10_5.bmp,10,5,0.08073999999999999,1.86667,0.32562357,0.2889115,39.160477,49.135307312,16.873036,10.428885,11.415576,15.418168,23.785363
I15.bmp,I15_11_1.BMP,11,1,0.16910999999999998,5.8444400000000005,0.01951471,0.08130513,4.999807,4.7316141129,2.085132,1.677221,1.766066,2.015349,2.47398
i15.bmp,i15_11_2.bmp,11,2,0.12333,4.4,0.059573,0.13608904,15.760406,13.7014541626,4.675334,3.22077,3.494045,4.361842,6.170115
i15.bmp,i15_11_3.bmp,11,3,0.07675,3.04878,0.14782446,0.21472927,33.354561,24.8588943481,9.845185,6.316415,7.162074,9.478237,12.895243
i15.bmp,i15_11_4.bmp,11,4,0.07027,2.0,0.32979244,0.29436736,72.721336,57.4629821777,19.345281,10.808451,12.612764,18.231988,27.191091
i15.bmp,i15_11_5.bmp,11,5,0.09802999999999999,0.6511600000000001,0.55873929,0.34883085,124.346519,94.8896179199,33.057955,18.431427,21.473922,31.320639,46.379305
i15.bmp,i15_12_1.bmp,12,1,0.14055,5.66667,0.02531738,0.09799948,13.579968,10.4551725388,3.109628,1.491616,1.926408,2.891406,4.51107
i15.bmp,i15_12_2.bmp,12,2,0.1173,5.40909,0.04486227,0.14258345,58.318939,32.2325248718,8.236878,2.294712,3.470157,7.516634,13.723843
i15.bmp,i15_12_3.bmp,12,3,0.12527,4.22222,0.09857129,0.19332274,29.811888,13.0495414734,4.323369,2.782389,3.060088,3.991235,5.918785
i15.bmp,i15_12_4.bmp,12,4,0.08073999999999999,3.2,0.2093629,0.2158865,78.129349,29.2415771484,9.514478,4.901384,6.040456,9.077579,13.425397
i15.bmp,i15_12_5.bmp,12,5,0.09314,2.56818,0.40997343,0.35745236,86.776199,34.0940818787,12.855862,6.987778,8.388932,12.300245,17.878407
I15.bmp,I15_13_1.BMP,13,1,0.13615,4.84091,0.02168345,0.10429466,11.30351,5.9303445816,2.245823,1.334358,1.568314,2.203743,2.965412
i15.bmp,i15_13_2.bmp,13,2,0.09777000000000001,3.76744,0.08752642,0.18584746,16.066303,8.4383392334,3.742411,2.895336,3.08674,3.623,4.517492
i15.bmp,i15_13_3.bmp,13,3,0.07268,3.34884,0.18745531,0.25327807,28.448618,13.632692337,5.028229,3.563982,3.89401,4.780064,6.410614
i15.bmp,i15_13_4.bmp,13,4,0.09421,2.86364,0.3756071,0.33312447,85.841888,30.8774528503,11.110768,6.269534,7.338753,10.612676,15.380875
i15.bmp,i15_13_5.bmp,13,5,0.08012999999999999,2.11364,0.92420708,0.45263167,96.031876,29.1808242798,11.839385,8.603642,9.298455,11.36465,14.855051
i15.bmp,i15_14_1.bmp,14,1,0.13756,5.59091,0.03636085,0.06105163,49.026478,28.6383705139,6.850808,1.782095,2.679862,6.021954,11.850608
i15.bmp,i15_14_2.bmp,14,2,0.13683,6.1555599999999995,0.01921189,0.03395094,20.140804,16.4744796753,4.159073,1.228255,1.953923,3.752169,6.771126
i15.bmp,i15_14_3.bmp,14,3,0.14386,5.95556,0.05377911,0.05972076,38.71188400000001,31.9203777313,8.041215,2.327376,3.569172,7.079949,13.474524
i15.bmp,i15_14_4.bmp,14,4,0.0981,5.02381,0.07886074,0.06939889999999999,42.586498,30.8423347473,8.363753,2.85516,4.174558,7.611424,13.305277
i15.bmp,i15_14_5.bmp,14,5,0.12272999999999999,3.79545,0.1285845,0.09643512,63.340012,54.1003646851,13.588116,4.063566,6.002539,12.159412,22.602398
i15.bmp,i15_15_1.bmp,15,1,0.14451,3.88636,0.09071129,0.08597979,81.034966,93.6632766724,26.251462,7.292772,12.367293,24.858825,41.528268
i15.bmp,i15_15_2.bmp,15,2,0.13051,4.02273,0.09454171,0.08708939,79.885719,96.1592178345,28.890442,8.198411,14.11501,27.860467,44.695848
i15.bmp,i15_15_3.bmp,15,3,0.13619,3.95455,0.07401685,0.06939672,79.54003900000002,99.8295440674,31.547652,8.490089,15.240147,30.842722,48.560088
i15.bmp,i15_15_4.bmp,15,4,0.12691,4.13636,0.05736041,0.05118886,88.614769,99.6197052002,33.736715,8.055344,15.372172,32.986907,52.851066
i15.bmp,i15_15_5.bmp,15,5,0.16055999999999998,4.95455,0.04078042,0.04947192,103.440331,150.0094604492,47.872832,9.091054,19.636979,46.744895,77.236622
i15.bmp,i15_16_1.bmp,16,1,0.14681,6.22727,0.00131318,0.02719992,3.082941,6.013253212,5.021934,4.74565,4.834378,5.017726,5.213696
i15.bmp,i15_16_2.bmp,16,2,0.1671,5.90698,0.00335147,0.03194011,5.17068,10.0703105927,8.49087,8.012844,8.179741,8.48747,8.805399
i15.bmp,i15_16_3.bmp,16,3,0.17635,5.422219999999999,0.02182974,0.1605116,10.472723,19.7652816772,16.270481,15.17815,15.536825,16.259298,17.015321
i15.bmp,i15_16_4.bmp,16,4,0.17668,5.38636,0.02005881,0.10852569,15.428164,30.2872009277,25.464197,24.133776,24.595533,25.439713,26.357344
i15.bmp,i15_16_5.bmp,16,5,0.12943,4.02326,0.10285438,0.35058268,23.681307,38.675239563,30.948514,28.346903,29.147392,30.876373,32.821778
i15.bmp,i15_17_1.bmp,17,1,0.13405999999999998,5.93182,0.00375407,0.01716932,4.434356,11.9188299179,4.935757,3.359225,3.712525,4.750473,6.344273
i15.bmp,i15_17_2.bmp,17,2,0.16924,6.66667,0.01322801,0.07232053,12.493133,20.3838539124,9.472242,5.632787,6.390493,9.208809,12.817423
i15.bmp,i15_17_3.bmp,17,3,0.12958,5.0,0.02690298,0.06322333,11.68751,34.085647583,14.020308,9.056101,10.16506,13.44973,18.446134
i15.bmp,i15_17_4.bmp,17,4,0.22183000000000005,6.31111,0.04850791,0.17728238,14.82464,22.1376914978,13.152225,10.36331,11.045695,12.882829,15.528149
i15.bmp,i15_17_5.bmp,17,5,0.15166,3.8222199999999997,0.13832292,0.15651704,25.816624,76.6369094849,32.475649,20.34083,23.296151,31.627102,42.503695
i15.bmp,i15_18_1.bmp,18,1,0.12154000000000001,5.1555599999999995,0.00412672,0.00537027,9.683274,14.549495697,7.795328,4.104903,5.309634,7.909675,10.166675
i15.bmp,i15_18_2.bmp,18,2,0.11034000000000001,4.81395,0.00803077,0.00941231,13.937038,20.5869560242,11.044066,5.828642,7.527584,11.201423,14.40319
i15.bmp,i15_18_3.bmp,18,3,0.10919000000000001,4.37209,0.01619607,0.01730923,20.255924,29.3988361359,15.703586,8.272304,10.685856,15.918463,20.506438
i15.bmp,i15_18_4.bmp,18,4,0.13567,4.09091,0.03259656,0.03185705,28.923653,43.3645095825,22.497754,11.805901,15.300908,22.809226,29.383128
i15.bmp,i15_18_5.bmp,18,5,0.16391,3.76744,0.0642572,0.054546500000000005,39.954262,58.6712799072,30.19629,16.11776,20.736171,30.605456,39.247242
i15.bmp,i15_19_1.bmp,19,1,0.11049,5.90909,0.01231315,0.12584982,8.587306,4.5764188766,2.103285,1.361833,1.560325,2.092905,2.656624
i15.bmp,i15_19_2.bmp,19,2,0.12172000000000001,5.33333,0.0234634,0.17298626,10.91201,5.1007704735,2.633029,1.788095,2.011905,2.619532,3.267651
i15.bmp,i15_19_3.bmp,19,3,0.08272,4.72093,0.04382531,0.2336372,13.982841,6.6825609207,3.43961,2.334635,2.624416,3.425727,4.268687
i15.bmp,i15_19_4.bmp,19,4,0.08716,4.37209,0.07860332,0.29729499,18.349964,8.775428772,4.505076,3.099718,3.461813,4.478182,5.575233
i15.bmp,i15_19_5.bmp,19,5,0.09335,3.91111,0.13435417,0.37349306,25.904554,10.4196805954,5.723034,4.049847,4.476175,5.681062,7.011866
i15.bmp,i15_20_1.bmp,20,1,0.12183,6.32558,0.01497292,0.12199658,3.843084,3.5862751007,1.635143,1.393635,1.450709,1.600151,1.854569
i15.bmp,i15_20_2.bmp,20,2,0.11824000000000001,5.64444,0.03447372,0.21048196,5.855076,4.3424491882,2.238473,1.949485,2.020694,2.200321,2.494404
i15.bmp,i15_20_3.bmp,20,3,0.11900999999999999,4.7441900000000015,0.08327583,0.31991438,7.862759,6.5462341309,3.283137,2.833142,2.943126,3.217243,3.689041
i15.bmp,i15_20_4.bmp,20,4,0.09216,3.13333,0.25849293,0.49445833,19.606491,16.1093330383,6.315814,4.799916,5.105901,5.996352,7.845188
i15.bmp,i15_20_5.bmp,20,5,0.10683,2.44444,0.70891765,0.72200947,34.671181,28.8072128296,11.083405,8.120484,8.747936,10.530243,13.972036
i15.bmp,i15_21_1.bmp,21,1,0.12802,5.22727,0.02457742,0.09566475,5.537507,4.1959462166,1.984411,1.750109,1.797582,1.935871,2.219779
i15.bmp,i15_21_2.bmp,21,2,0.12787,4.55556,0.04968164,0.1608427,7.788113,5.3449649811,2.718178,2.430159,2.487037,2.65728,3.010216
i15.bmp,i15_21_3.bmp,21,3,0.09335,3.91111,0.09536259,0.24740524,13.24877,8.4048900604,4.004569,3.540199,3.637306,3.922207,4.454193
i15.bmp,i15_21_4.bmp,21,4,0.07341,3.11364,0.16854701,0.32929157,19.443642,14.525560379,7.287176,6.079706,6.362534,7.146596,8.352398
i15.bmp,i15_21_5.bmp,21,5,0.08407,2.30233,0.262512,0.38981496,41.930679,29.5691509247,15.070617,12.343681,13.0679,14.838149,17.305802
i15.bmp,i15_22_1.bmp,22,1,0.17213,6.33333,0.01042639,0.07319067,5.654825,5.5442676544,1.818677,1.198219,1.275538,1.621565,2.55893
i15.bmp,i15_22_2.bmp,22,2,0.12804000000000001,5.8,0.02198276,0.12994139,11.125322,10.5447216034,3.19376,1.735245,1.882381,2.775743,4.923156
i15.bmp,i15_22_3.bmp,22,3,0.12119,5.38636,0.04863303,0.18964346,19.39426,16.6839485168,5.72853,3.180255,3.613925,5.426027,8.145638
i15.bmp,i15_22_4.bmp,22,4,0.10243,4.4888900000000005,0.09922816,0.31163787,31.886328,37.8721923828,15.531576,6.271368,8.487926,15.450308,22.656495
i15.bmp,i15_22_5.bmp,22,5,0.12017,3.7111099999999997,0.17121674,0.39250692,62.87169599999999,80.1731262207,36.963494,14.360397,21.273768,37.354572,52.262142
i15.bmp,i15_23_1.bmp,23,1,0.15353,5.90909,0.00475517,0.02742211,4.811789,4.0156955719,1.525438,0.879334,1.060021,1.484344,2.03195
i15.bmp,i15_23_2.bmp,23,2,0.13180999999999998,5.90909,0.01694496,0.06860302,10.468296,8.9086771011,3.130667,1.736997,2.102792,2.978151,4.311057
i15.bmp,i15_23_3.bmp,23,3,0.15445,5.36364,0.05668102,0.13714577,19.432627,16.2856407166,6.40214,3.382549,4.082961,6.114824,9.008634
i15.bmp,i15_23_4.bmp,23,4,0.12649000000000002,4.47727,0.12937461,0.22751715,37.256626,30.9185905457,11.198554,5.759982,7.089926,10.608923,15.896813
i15.bmp,i15_23_5.bmp,23,5,0.08716,3.37209,0.22065264,0.26118786,51.607555,48.9918708801,17.602071,9.174398,11.308028,17.032035,24.466149
i15.bmp,i15_24_1.bmp,24,1,0.14325,5.77273,0.02189745,0.09166254,5.408945,5.8333392143,2.152121,1.628356,1.712086,1.994969,2.74931
i15.bmp,i15_24_2.bmp,24,2,0.10006,4.81395,0.05393151,0.13698968,16.80055,11.2395143509,3.983873,2.798649,3.051459,3.790955,5.109205
