dist_img,ref_img,dmos,var
I46_12_05.png,I46.png,2.77,0.883
I46_13_01.png,I46.png,4.4,0.757
I46_13_02.png,I46.png,3.6,1.143
I46_13_03.png,I46.png,3.37,0.912
I46_13_04.png,I46.png,2.73,0.629
I46_13_05.png,I46.png,2.3,0.823
I46_14_01.png,I46.png,4.53,0.67
I46_14_02.png,I46.png,3.77,0.844
I46_14_03.png,I46.png,3.07,0.998
I46_14_04.png,I46.png,2.5,0.719
I46_14_05.png,I46.png,1.87,0.806
I46_15_01.png,I46.png,4.23,0.667
I46_15_02.png,I46.png,3.3,0.737
I46_15_03.png,I46.png,2.8,0.833
I46_15_04.png,I46.png,1.72,0.514
I46_15_05.png,I46.png,1.3,0.458
I46_16_01.png,I46.png,4.63,0.482
I46_16_02.png,I46.png,4.4,0.554
I46_16_03.png,I46.png,3.67,0.978
I46_16_04.png,I46.png,2.43,0.92
I46_16_05.png,I46.png,1.67,0.745
I46_17_01.png,I46.png,4.67,0.471
I46_17_02.png,I46.png,4.63,0.482
I46_17_03.png,I46.png,4.27,0.727
I46_17_04.png,I46.png,3.6,0.879
I46_17_05.png,I46.png,2.33,0.83
I46_18_01.png,I46.png,3.97,0.752
I46_18_02.png,I46.png,4.57,0.667
I46_18_03.png,I46.png,4.73,0.573
I46_18_04.png,I46.png,4.67,0.471
I46_18_05.png,I46.png,3.97,0.912
I46_19_01.png,I46.png,4.53,0.499
I46_19_02.png,I46.png,4.1,0.7
I46_19_03.png,I46.png,3.33,0.699
I46_19_04.png,I46.png,1.87,0.618
I46_19_05.png,I46.png,1.33,0.471
I46_20_01.png,I46.png,4.6,0.663
I46_20_02.png,I46.png,4.5,0.563
I46_20_03.png,I46.png,4.43,0.92
I46_20_04.png,I46.png,4.23,0.761
I46_20_05.png,I46.png,4.37,0.795
I46_21_01.png,I46.png,3.7,1.038
I46_21_02.png,I46.png,2.9,0.978
I46_21_03.png,I46.png,2.43,0.955
I46_21_04.png,I46.png,2.47,0.846
I46_21_05.png,I46.png,1.6,0.757
I46_22_01.png,I46.png,4.57,0.496
I46_22_02.png,I46.png,4.67,0.537
I46_22_03.png,I46.png,4.43,0.616
I46_22_04.png,I46.png,4.5,0.847
I46_22_05.png,I46.png,3.93,1.093
I46_23_01.png,I46.png,2.83,1.241
I46_23_02.png,I46.png,2.57,1.202
I46_23_03.png,I46.png,2.1,0.79
I46_23_04.png,I46.png,2.17,0.86
I46_23_05.png,I46.png,1.87,0.763
I46_24_01.png,I46.png,3.1,1.012
I46_24_02.png,I46.png,2.33,0.869
I46_24_03.png,I46.png,1.9,0.87
I46_24_04.png,I46.png,1.43,0.667
I46_24_05.png,I46.png,1.3,0.526
I46_25_01.png,I46.png,3.53,0.957
I46_25_02.png,I46.png,4.23,0.559
I46_25_03.png,I46.png,4.57,0.496
I46_25_04.png,I46.png,4.33,0.789
I46_25_05.png,I46.png,3.47,0.991
I47_01_01.png,I47.png,4.5,0.847
I47_01_02.png,I47.png,4.27,0.727
I47_01_03.png,I47.png,3.13,0.806
I47_01_04.png,I47.png,2.07,0.629
I47_01_05.png,I47.png,1.47,0.499
I47_02_01.png,I47.png,4.27,0.727
I47_02_02.png,I47.png,3.13,0.921
I47_02_03.png,I47.png,2.33,0.699
I47_02_04.png,I47.png,1.5,0.619
I47_02_05.png,I47.png,1.37,0.482
I47_03_01.png,I47.png,4.63,0.547
I47_03_02.png,I47.png,4.27,0.68
I47_03_03.png,I47.png,3.17,0.898
I47_03_04.png,I47.png,2.4,0.712
I47_03_05.png,I47.png,1.7,0.586
I47_04_01.png,I47.png,4.67,0.537
I47_04_02.png,I47.png,2.57,0.989
I47_04_03.png,I47.png,1.6,0.554
I47_04_04.png,I47.png,1.23,0.496
I47_04_05.png,I47.png,1.2,0.4
I47_05_01.png,I47.png,4.47,0.718
I47_05_02.png,I47.png,2.47,0.957
I47_05_03.png,I47.png,1.93,0.892
I47_05_04.png,I47.png,1.68,0.778
I47_05_05.png,I47.png,1.63,0.795
I47_06_01.png,I47.png,3.83,0.934
I47_06_02.png,I47.png,3.4,1.172
I47_06_03.png,I47.png,3.13,0.957
I47_06_04.png,I47.png,3,1.033
I47_06_05.png,I47.png,2.33,0.907
I47_07_01.png,I47.png,2.47,1.056
I47_07_02.png,I47.png,2,1.155
I47_07_03.png,I47.png,1.93,1.031
I47_07_04.png,I47.png,2.27,1.236
I47_07_05.png,I47.png,1.73,0.892
I47_08_01.png,I47.png,4.6,0.663
I47_08_02.png,I47.png,3.23,0.844
I47_08_03.png,I47.png,2.53,0.991
I47_08_04.png,I47.png,1.23,0.423
I47_08_05.png,I47.png,1.03,0.18
I47_09_01.png,I47.png,4.67,0.537
I47_09_02.png,I47.png,4.2,0.909
I47_09_03.png,I47.png,4.4,0.757
I47_09_04.png,I47.png,3.13,1.147
I47_09_05.png,I47.png,1.47,0.499
I47_10_01.png,I47.png,4.37,0.752
I47_10_02.png,I47.png,4.3,0.862
I47_10_03.png,I47.png,3.87,0.806
I47_10_04.png,I47.png,1.93,0.68
I47_10_05.png,I47.png,1.3,0.458
I47_11_01.png,I47.png,3.9,0.907
I47_11_02.png,I47.png,3.5,0.957
I47_11_03.png,I47.png,3.17,1.128
I47_11_04.png,I47.png,2.63,0.912
I47_11_05.png,I47.png,2.1,0.597
I47_12_01.png,I47.png,4.73,0.442
I47_12_02.png,I47.png,3.73,0.929
I47_12_03.png,I47.png,3.17,0.934
I47_12_04.png,I47.png,2.67,0.745
I47_12_05.png,I47.png,2.39,0.748
I47_13_01.png,I47.png,3.67,1.011
I47_13_02.png,I47.png,2.8,0.872
I47_13_03.png,I47.png,2.47,0.846
I47_13_04.png,I47.png,2.1,0.831
I47_13_05.png,I47.png,1.83,0.582
I47_14_01.png,I47.png,4.83,0.373
I47_14_02.png,I47.png,3.73,0.998
I47_14_03.png,I47.png,2.7,0.862
I47_14_04.png,I47.png,2.7,0.862
I47_14_05.png,I47.png,1.87,0.562
I47_15_01.png,I47.png,3.73,0.854
I47_15_02.png,I47.png,2.77,1.055
I47_15_03.png,I47.png,2.13,0.921
I47_15_04.png,I47.png,1.6,0.611
I47_15_05.png,I47.png,1.23,0.423
I47_16_01.png,I47.png,4.65,0.542
I47_16_02.png,I47.png,4.53,0.718
I47_16_03.png,I47.png,3.73,0.814
I47_16_04.png,I47.png,2.17,0.898
I47_16_05.png,I47.png,1.9,0.87
I47_17_01.png,I47.png,4.67,0.471
I47_17_02.png,I47.png,4.4,0.8
I47_17_03.png,I47.png,4.3,0.69
I47_17_04.png,I47.png,3.8,0.833
I47_17_05.png,I47.png,2.57,0.883
I47_18_01.png,I47.png,4.53,0.67
I47_18_02.png,I47.png,4.53,0.806
I47_18_03.png,I47.png,4.63,0.547
I47_18_04.png,I47.png,4.5,0.671
I47_18_05.png,I47.png,4.3,0.458
I47_19_01.png,I47.png,4.53,0.562
I47_19_02.png,I47.png,4.33,0.65
I47_19_03.png,I47.png,3.2,0.872
I47_19_04.png,I47.png,1.97,0.706
I47_19_05.png,I47.png,1.27,0.512
I47_20_01.png,I47.png,4.43,0.761
I47_20_02.png,I47.png,3.81,0.997
I47_20_03.png,I47.png,3.43,1.283
I47_20_04.png,I47.png,3.57,1.116
I47_20_05.png,I47.png,3.07,1.209
I47_21_01.png,I47.png,3.8,1.013
I47_21_02.png,I47.png,2.97,1.048
I47_21_03.png,I47.png,3.53,1.118
I47_21_04.png,I47.png,2.93,0.998
I47_21_05.png,I47.png,1.83,0.734
I47_22_01.png,I47.png,4.17,0.778
I47_22_02.png,I47.png,4.39,0.868
I47_22_03.png,I47.png,3.63,1.11
I47_22_04.png,I47.png,3.43,1.283
I47_22_05.png,I47.png,2.37,1.169
I47_23_01.png,I47.png,2.47,0.991
I47_23_02.png,I47.png,2.1,0.907
I47_23_03.png,I47.png,2.47,0.957
I47_23_04.png,I47.png,1.8,0.476
I47_23_05.png,I47.png,1.8,0.702
I47_24_01.png,I47.png,4,0.632
I47_24_02.png,I47.png,2.83,1.003
I47_24_03.png,I47.png,2.6,0.757
I47_24_04.png,I47.png,1.5,0.671
I47_24_05.png,I47.png,1.3,0.458
I47_25_01.png,I47.png,3.63,0.836
I47_25_02.png,I47.png,4.13,0.499
I47_25_03.png,I47.png,4.6,0.49
I47_25_04.png,I47.png,4.2,0.476
I47_25_05.png,I47.png,2.97,0.983
I48_01_01.png,I48.png,4.53,0.718
I48_01_02.png,I48.png,4.75,0.433
I48_01_03.png,I48.png,3.5,0.957
I48_01_04.png,I48.png,2.2,0.702
I48_01_05.png,I48.png,1.23,0.423
I48_02_01.png,I48.png,4.13,0.67
I48_02_02.png,I48.png,3.03,0.752
I48_02_03.png,I48.png,1.87,0.562
I48_02_04.png,I48.png,1.7,0.526
I48_02_05.png,I48.png,1.23,0.423
I48_03_01.png,I48.png,4.53,0.562
I48_03_02.png,I48.png,4.27,0.512
I48_03_03.png,I48.png,3.23,0.803
I48_03_04.png,I48.png,2.48,0.744
I48_03_05.png,I48.png,2.13,0.763
I48_04_01.png,I48.png,4.63,0.547
I48_04_02.png,I48.png,2.27,1.123
I48_04_03.png,I48.png,1.57,0.955
I48_04_04.png,I48.png,1.43,0.667
I48_04_05.png,I48.png,1.5,0.922
I48_05_01.png,I48.png,4.53,0.718
I48_05_02.png,I48.png,2.7,1.13
I48_05_03.png,I48.png,1.8,0.702
I48_05_04.png,I48.png,1.77,0.803
I48_05_05.png,I48.png,1.9,0.597
I48_06_01.png,I48.png,4.07,1.062
I48_06_02.png,I48.png,4.1,0.831
I48_06_03.png,I48.png,3.57,0.989
I48_06_04.png,I48.png,3.03,0.948
I48_06_05.png,I48.png,2.07,0.772
I48_07_01.png,I48.png,2.77,0.803
I48_07_02.png,I48.png,2.6,1.114
I48_07_03.png,I48.png,2.13,0.991
I48_07_04.png,I48.png,2.27,0.964
I48_07_05.png,I48.png,2.37,0.983
I48_08_01.png,I48.png,4.47,0.846
I48_08_02.png,I48.png,3,1.238
I48_08_03.png,I48.png,2.63,1.016
I48_08_04.png,I48.png,1.57,0.616
I48_08_05.png,I48.png,1.2,0.4
I48_09_01.png,I48.png,4.5,0.563
I48_09_02.png,I48.png,4.57,0.496
I48_09_03.png,I48.png,4.63,0.482
I48_09_04.png,I48.png,3.55,0.945
I48_09_05.png,I48.png,1.47,0.618
I48_10_01.png,I48.png,4.7,0.458
I48_10_02.png,I48.png,4.5,0.847
I48_10_03.png,I48.png,4.17,0.82
I48_10_04.png,I48.png,1.8,0.833
I48_10_05.png,I48.png,1.17,0.373
I48_11_01.png,I48.png,3.77,1.023
I48_11_02.png,I48.png,3.07,0.892
I48_11_03.png,I48.png,2.9,0.7
I48_11_04.png,I48.png,2.67,0.789
I48_11_05.png,I48.png,2.1,0.473
I48_12_01.png,I48.png,4.5,0.619
I48_12_02.png,I48.png,3.67,0.978
I48_12_03.png,I48.png,2.93,0.727
I48_12_04.png,I48.png,2.77,0.667
I48_12_05.png,I48.png,2.27,0.629
I48_13_01.png,I48.png,3.13,1.024
I48_13_02.png,I48.png,2.8,0.792
I48_13_03.png,I48.png,2.47,0.618
I48_13_04.png,I48.png,2.06,0.619
I48_13_05.png,I48.png,2.27,0.727
I48_14_01.png,I48.png,4.5,0.619
I48_14_02.png,I48.png,2.97,0.983
I48_14_03.png,I48.png,2.9,0.907
I48_14_04.png,I48.png,2.33,0.65
I48_14_05.png,I48.png,2.06,0.716
I48_15_01.png,I48.png,3.3,0.971
I48_15_02.png,I48.png,2.63,0.836
I48_15_03.png,I48.png,2.03,0.547
I48_15_04.png,I48.png,1.63,0.795
I48_15_05.png,I48.png,1.73,0.727
I48_16_01.png,I48.png,4.43,0.559
I48_16_02.png,I48.png,4.6,0.554
I48_16_03.png,I48.png,3.9,0.831
I48_16_04.png,I48.png,2.6,0.841
I48_16_05.png,I48.png,1.7,0.737
I48_17_01.png,I48.png,4.47,0.562
I48_17_02.png,I48.png,4.77,0.418
I48_17_03.png,I48.png,4.47,0.499
I48_17_04.png,I48.png,3.37,0.795
I48_17_05.png,I48.png,2.4,1.052
I48_18_01.png,I48.png,4.53,0.618
I48_18_02.png,I48.png,4.63,0.547
I48_18_03.png,I48.png,4.53,0.718
I48_18_04.png,I48.png,4.3,0.781
I48_18_05.png,I48.png,3.87,0.763
I48_19_01.png,I48.png,4.7,0.458
I48_19_02.png,I48.png,4.5,0.563
I48_19_03.png,I48.png,3.6,0.841
I48_19_04.png,I48.png,2.3,0.69
I48_19_05.png,I48.png,1.5,0.563
I48_20_01.png,I48.png,4.33,0.745
I48_20_02.png,I48.png,3.17,1.035
I48_20_03.png,I48.png,2.73,1.263
I48_20_04.png,I48.png,2.4,0.879
I48_20_05.png,I48.png,2.67,0.978
I48_21_01.png,I48.png,3.87,1.039
I48_21_02.png,I48.png,3.5,1.057
I48_21_03.png,I48.png,2.93,0.854
I48_21_04.png,I48.png,3.44,1.059
I48_21_05.png,I48.png,1.6,0.663
I48_22_01.png,I48.png,3.23,0.955
I48_22_02.png,I48.png,3.03,1.016
I48_22_03.png,I48.png,2.7,0.971
I48_22_04.png,I48.png,2.3,1.1
I48_22_05.png,I48.png,1.97,0.836
I48_23_01.png,I48.png,3.23,1.174
I48_23_02.png,I48.png,2.47,0.884
I48_23_03.png,I48.png,2.3,0.971
I48_23_04.png,I48.png,2.1,0.79
I48_23_05.png,I48.png,1.97,0.706
I48_24_01.png,I48.png,3.57,0.955
I48_24_02.png,I48.png,2.55,0.836
I48_24_03.png,I48.png,2.37,0.836
I48_24_04.png,I48.png,1.4,0.611
I48_24_05.png,I48.png,1.5,0.719
I48_25_01.png,I48.png,3.1,0.79
I48_25_02.png,I48.png,3.67,0.943
I48_25_03.png,I48.png,4.13,0.618
I48_25_04.png,I48.png,4.5,0.719
I48_25_05.png,I48.png,3.9,0.7
I49_01_01.png,I49.png,4.63,0.482
I49_01_02.png,I49.png,4.63,0.482
I49_01_03.png,I49.png,3.3,0.823
I49_01_04.png,I49.png,2.47,0.67
I49_01_05.png,I49.png,1.37,0.547
I49_02_01.png,I49.png,4.27,0.772
I49_02_02.png,I49.png,3.27,0.854
I49_02_03.png,I49.png,2.26,0.879
I49_02_04.png,I49.png,1.6,0.611
I49_02_05.png,I49.png,1.77,0.616
I49_03_01.png,I49.png,4.73,0.442
I49_03_02.png,I49.png,4.47,0.499
I49_03_03.png,I49.png,3,0.931
I49_03_04.png,I49.png,2.5,0.671
I49_03_05.png,I49.png,1.8,0.792
I49_04_01.png,I49.png,4.77,0.616
I49_04_02.png,I49.png,3.13,0.846
I49_04_03.png,I49.png,1.93,0.727
I49_04_04.png,I49.png,2.23,0.883
I49_04_05.png,I49.png,2.33,0.907
I49_05_01.png,I49.png,4.5,0.719
I49_05_02.png,I49.png,3.4,0.917
I49_05_03.png,I49.png,2.43,1.23
I49_05_04.png,I49.png,2.7,0.69
I49_05_05.png,I49.png,2.63,0.948
I49_06_01.png,I49.png,4.53,0.499
I49_06_02.png,I49.png,4.6,0.611
I49_06_03.png,I49.png,4.4,0.663
I49_06_04.png,I49.png,3.9,0.978
I49_06_05.png,I49.png,2.93,0.929
I49_07_01.png,I49.png,3.27,1.123
I49_07_02.png,I49.png,2.97,1.016
I49_07_03.png,I49.png,3.23,0.92
I49_07_04.png,I49.png,2.73,1.062
I49_07_05.png,I49.png,2.83,0.969
I49_08_01.png,I49.png,4.53,0.499
I49_08_02.png,I49.png,3.83,0.86
I49_08_03.png,I49.png,3,0.894
I49_08_04.png,I49.png,2.5,0.957
I49_08_05.png,I49.png,2.1,0.978
I49_09_01.png,I49.png,4.7,0.458
I49_09_02.png,I49.png,4.63,0.482
I49_09_03.png,I49.png,4.52,0.615
I49_09_04.png,I49.png,3.63,0.983
I49_09_05.png,I49.png,1.67,0.65
I49_10_01.png,I49.png,4.57,0.496
I49_10_02.png,I49.png,4.47,0.562
I49_10_03.png,I49.png,4.3,0.823
I49_10_04.png,I49.png,1.8,0.702
I49_10_05.png,I49.png,1.37,0.482
I49_11_01.png,I49.png,3.8,0.702
I49_11_02.png,I49.png,3.27,1.062
I49_11_03.png,I49.png,3,1.033
I49_11_04.png,I49.png,2.8,0.945
I49_11_05.png,I49.png,2.63,0.706
I49_12_01.png,I49.png,4.57,0.559
I49_12_02.png,I49.png,3.9,0.943
I49_12_03.png,I49.png,3.17,0.898
I49_12_04.png,I49.png,2.73,0.814
I49_12_05.png,I49.png,2.5,0.764
I49_13_01.png,I49.png,2.97,0.836
I49_13_02.png,I49.png,2.52,0.666
I49_13_03.png,I49.png,2.37,0.605
I49_13_04.png,I49.png,1.83,0.687
I49_13_05.png,I49.png,1.97,0.706
I49_14_01.png,I49.png,4.83,0.373
I49_14_02.png,I49.png,4.47,0.562
I49_14_03.png,I49.png,4.1,0.79
I49_14_04.png,I49.png,3.77,0.761
I49_14_05.png,I49.png,3.13,0.921
I49_15_01.png,I49.png,3.5,0.885
I49_15_02.png,I49.png,2.6,0.712
I49_15_03.png,I49.png,1.8,0.653
I49_15_04.png,I49.png,1.23,0.496
I49_15_05.png,I49.png,1.37,0.547
I49_16_01.png,I49.png,4.57,0.496
I49_16_02.png,I49.png,4.7,0.586
I49_16_03.png,I49.png,3.93,0.814
I49_16_04.png,I49.png,3.5,0.671
I49_16_05.png,I49.png,3.2,0.833
I49_17_01.png,I49.png,4.63,0.547
I49_17_02.png,I49.png,4.67,0.471
I49_17_03.png,I49.png,4.47,0.562
I49_17_04.png,I49.png,3.3,1.069
I49_17_05.png,I49.png,1.63,0.706
I49_18_01.png,I49.png,4.6,0.49
I49_18_02.png,I49.png,4.63,0.482
I49_18_03.png,I49.png,4.7,0.458
I49_18_04.png,I49.png,4.1,0.651
I49_18_05.png,I49.png,3.73,0.629
I49_19_01.png,I49.png,4.57,0.559
I49_19_02.png,I49.png,4.2,0.542
I49_19_03.png,I49.png,3.7,0.862
I49_19_04.png,I49.png,1.87,0.67
I49_19_05.png,I49.png,1.3,0.458
I49_20_01.png,I49.png,4.33,0.789
I49_20_02.png,I49.png,3.8,1.046
I49_20_03.png,I49.png,3.77,1.055
I49_20_04.png,I49.png,3.57,1.283
I49_20_05.png,I49.png,3.23,1.283
I49_21_01.png,I49.png,4.13,0.957
I49_21_02.png,I49.png,3.47,1.024
I49_21_03.png,I49.png,3.07,0.68
I49_21_04.png,I49.png,2.9,0.907
I49_21_05.png,I49.png,1.43,0.667
I49_22_01.png,I49.png,4.3,0.936
I49_22_02.png,I49.png,3.57,0.803
I49_22_03.png,I49.png,3.53,1.147
I49_22_04.png,I49.png,2.83,0.969
I49_22_05.png,I49.png,2.47,0.846
I49_23_01.png,I49.png,3.33,1.106
I49_23_02.png,I49.png,2.47,1.176
I49_23_03.png,I49.png,2.4,0.987
I49_23_04.png,I49.png,2.13,0.562
I49_23_05.png,I49.png,2.07,1.031
I49_24_01.png,I49.png,4.1,0.473
I49_24_02.png,I49.png,3.5,0.922
I49_24_03.png,I49.png,2.93,0.892
I49_24_04.png,I49.png,2.07,0.772
I49_24_05.png,I49.png,1.6,0.611
I49_25_01.png,I49.png,3.63,0.927
I49_25_02.png,I49.png,4,0.73
I49_25_03.png,I49.png,4.47,0.499
I49_25_04.png,I49.png,4.07,0.727
I49_25_05.png,I49.png,3.97,0.752
I50_01_01.png,I50.png,4.57,0.559
I50_01_02.png,I50.png,4.13,0.921
I50_01_03.png,I50.png,2.73,0.892
I50_01_04.png,I50.png,1.83,0.522
I50_01_05.png,I50.png,1.2,0.476
I50_02_01.png,I50.png,3.9,0.79
I50_02_02.png,I50.png,2.6,0.917
I50_02_03.png,I50.png,1.8,0.6
I50_02_04.png,I50.png,1.33,0.537
I50_02_05.png,I50.png,1.17,0.373
I50_03_01.png,I50.png,4.6,0.49
I50_03_02.png,I50.png,3.8,0.792
I50_03_03.png,I50.png,2.77,0.92
I50_03_04.png,I50.png,2.2,0.748
I50_03_05.png,I50.png,1.53,0.499
I50_04_01.png,I50.png,4.52,0.615
I50_04_02.png,I50.png,2.57,1.086
I50_04_03.png,I50.png,1.93,0.892
I50_04_04.png,I50.png,1.53,0.763
I50_04_05.png,I50.png,1.47,0.718
I50_05_01.png,I50.png,3.83,0.82
I50_05_02.png,I50.png,2.1,0.79
I50_05_03.png,I50.png,1.7,0.69
I50_05_04.png,I50.png,1.47,0.499
I50_05_05.png,I50.png,1.67,0.471
I50_06_01.png,I50.png,3.7,0.737
I50_06_02.png,I50.png,3.83,0.934
I50_06_03.png,I50.png,3.43,0.989
I50_06_04.png,I50.png,3.07,1.181
I50_06_05.png,I50.png,2.67,1.164
I50_07_01.png,I50.png,2.6,0.952
I50_07_02.png,I50.png,2.27,0.892
I50_07_03.png,I50.png,1.93,0.929
I50_07_04.png,I50.png,2.2,0.98
I50_07_05.png,I50.png,2.03,0.912
I50_08_01.png,I50.png,4.47,0.67
I50_08_02.png,I50.png,3.13,1.147
I50_08_03.png,I50.png,2.63,1.08
I50_08_04.png,I50.png,1.63,0.795
I50_08_05.png,I50.png,1.27,0.442
I50_09_01.png,I50.png,4.43,0.716
I50_09_02.png,I50.png,4.3,0.737
I50_09_03.png,I50.png,3.83,1.003
I50_09_04.png,I50.png,2.63,0.983
I50_09_05.png,I50.png,1.27,0.573
I50_10_01.png,I50.png,4.17,0.582
I50_10_02.png,I50.png,4.4,0.663
I50_10_03.png,I50.png,4.03,0.795
I50_10_04.png,I50.png,2.27,0.772
I50_10_05.png,I50.png,1.1,0.3
I50_11_01.png,I50.png,3.9,0.943
I50_11_02.png,I50.png,3.43,0.883
I50_11_03.png,I50.png,3.17,0.734
I50_11_04.png,I50.png,2.53,0.806
I50_11_05.png,I50.png,2.37,0.657
I50_12_01.png,I50.png,4.4,0.712
I50_12_02.png,I50.png,3.17,1.067
I50_12_03.png,I50.png,3.27,0.929
I50_12_04.png,I50.png,2.3,0.586
I50_12_05.png,I50.png,2.2,0.792
I50_13_01.png,I50.png,3.63,0.836
I50_13_02.png,I50.png,2.93,1.031
I50_13_03.png,I50.png,2.87,0.806
I50_13_04.png,I50.png,2.07,0.68
I50_13_05.png,I50.png,2.03,0.657
I50_14_01.png,I50.png,4.07,0.854
I50_14_02.png,I50.png,3.16,0.919
I50_14_03.png,I50.png,2.67,0.699
I50_14_04.png,I50.png,2.13,0.846
I50_14_05.png,I50.png,1.9,0.651
I50_15_01.png,I50.png,3.6,1.083
I50_15_02.png,I50.png,2.77,0.989
I50_15_03.png,I50.png,2.23,0.803
I50_15_04.png,I50.png,1.8,0.833
I50_15_05.png,I50.png,1.53,0.618
I50_16_01.png,I50.png,4.47,0.806
I50_16_02.png,I50.png,4.23,0.716
I50_16_03.png,I50.png,3.3,0.936
I50_16_04.png,I50.png,1.7,0.737
I50_16_05.png,I50.png,1.5,0.619
I50_17_01.png,I50.png,4.33,0.699
I50_17_02.png,I50.png,4.2,0.542
I50_17_03.png,I50.png,4.13,0.67
I50_17_04.png,I50.png,3.63,0.836
I50_17_05.png,I50.png,2.57,0.989
I50_18_01.png,I50.png,4.27,0.573
I50_18_02.png,I50.png,4.17,0.734
I50_18_03.png,I50.png,4.57,0.716
I50_18_04.png,I50.png,4.27,0.68
I50_18_05.png,I50.png,3.67,0.978
I50_19_01.png,I50.png,4.57,0.803
I50_19_02.png,I50.png,4.37,0.706
I50_19_03.png,I50.png,3.83,0.934
I50_19_04.png,I50.png,2.27,0.772
I50_19_05.png,I50.png,1.37,0.482
I50_20_01.png,I50.png,3.87,0.763
I50_20_02.png,I50.png,3.87,0.846
I50_20_03.png,I50.png,3.33,1.164
I50_20_04.png,I50.png,2.37,0.948
I50_20_05.png,I50.png,2.17,1.157
I50_21_01.png,I50.png,4.37,0.836
I50_21_02.png,I50.png,3.47,1.231
I50_21_03.png,I50.png,3.53,1.087
I50_21_04.png,I50.png,3.03,0.983
I50_21_05.png,I50.png,1.52,0.561
I50_22_01.png,I50.png,3.87,1.056
I50_22_02.png,I50.png,3.93,0.964
I50_22_03.png,I50.png,3.83,0.778
I50_22_04.png,I50.png,3.73,0.998
I50_22_05.png,I50.png,2.73,1.123
I50_23_01.png,I50.png,2.57,0.955
I50_23_02.png,I50.png,2.23,0.667
I50_23_03.png,I50.png,2.2,0.653
I50_23_04.png,I50.png,1.53,0.806
I50_23_05.png,I50.png,1.87,0.718
I50_24_01.png,I50.png,3.33,0.83
I50_24_02.png,I50.png,2.6,0.757
I50_24_03.png,I50.png,2.16,0.677
I50_24_04.png,I50.png,1.35,0.698
I50_24_05.png,I50.png,1.23,0.423
I50_25_01.png,I50.png,3,0.968
I50_25_02.png,I50.png,3.6,0.712
I50_25_03.png,I50.png,4.17,0.687
I50_25_04.png,I50.png,4.33,0.699
I50_25_05.png,I50.png,3.57,0.844
I51_01_01.png,I51.png,4.53,0.499
I51_01_02.png,I51.png,4.37,0.547
I51_01_03.png,I51.png,2.5,0.806
I51_01_04.png,I51.png,1.53,0.562
I51_01_05.png,I51.png,1.33,0.537
I51_02_01.png,I51.png,4.03,0.752
I51_02_02.png,I51.png,2.48,0.713
I51_02_03.png,I51.png,1.73,0.772
I51_02_04.png,I51.png,1.37,0.657
I51_02_05.png,I51.png,1.13,0.34
I51_03_01.png,I51.png,4.77,0.423
I51_03_02.png,I51.png,4.03,0.706
I51_03_03.png,I51.png,1.93,0.629
I51_03_04.png,I51.png,2,0.632
I51_03_05.png,I51.png,1.23,0.418
I51_04_01.png,I51.png,4.7,0.458
I51_04_02.png,I51.png,2.97,1.11
I51_04_03.png,I51.png,1.7,0.64
I51_04_04.png,I51.png,1.4,0.554
I51_04_05.png,I51.png,1.17,0.453
I51_05_01.png,I51.png,3.87,0.562
I51_05_02.png,I51.png,2.23,0.989
I51_05_03.png,I51.png,1.53,0.562
I51_05_04.png,I51.png,1.5,0.563
I51_05_05.png,I51.png,1.77,0.667
I51_06_01.png,I51.png,3.93,0.727
I51_06_02.png,I51.png,3.9,0.79
I51_06_03.png,I51.png,3.77,0.869
I51_06_04.png,I51.png,3.3,0.862
I51_06_05.png,I51.png,2.63,0.875
I51_07_01.png,I51.png,2.87,0.846
I51_07_02.png,I51.png,2.27,0.964
I51_07_03.png,I51.png,2.3,1.038
I51_07_04.png,I51.png,2.43,0.989
I51_07_05.png,I51.png,2.03,0.948
I51_08_01.png,I51.png,4.67,0.471
I51_08_02.png,I51.png,3.3,0.936
I51_08_03.png,I51.png,2.97,0.948
I51_08_04.png,I51.png,2.07,0.854
I51_08_05.png,I51.png,1.5,0.719
I51_09_01.png,I51.png,4.8,0.4
I51_09_02.png,I51.png,4.47,0.763
I51_09_03.png,I51.png,3.77,0.883
I51_09_04.png,I51.png,1.93,0.442
I51_09_05.png,I51.png,1.37,0.482
I51_10_01.png,I51.png,4.2,0.748
I51_10_02.png,I51.png,4.13,0.67
I51_10_03.png,I51.png,3.67,0.869
I51_10_04.png,I51.png,1.7,0.69
I51_10_05.png,I51.png,1.23,0.423
I51_11_01.png,I51.png,3.6,0.879
I51_11_02.png,I51.png,2.93,0.573
I51_11_03.png,I51.png,3.03,0.875
I51_11_04.png,I51.png,2.53,0.763
I51_11_05.png,I51.png,2.23,0.667
I51_12_01.png,I51.png,4.43,0.616
I51_12_02.png,I51.png,3.3,0.781
I51_12_03.png,I51.png,2.57,0.616
I51_12_04.png,I51.png,2.4,0.611
I51_12_05.png,I51.png,2.27,0.573
I51_13_01.png,I51.png,3.73,0.964
I51_13_02.png,I51.png,2.53,0.884
I51_13_03.png,I51.png,2.3,0.64
I51_13_04.png,I51.png,2.2,0.6
I51_13_05.png,I51.png,2.2,0.702
I51_14_01.png,I51.png,4.4,0.663
I51_14_02.png,I51.png,3,0.894
I51_14_03.png,I51.png,2.97,0.706
I51_14_04.png,I51.png,2.63,0.657
I51_14_05.png,I51.png,1.93,0.772
